試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,3,,小川杏奈,3,■,■,■,nan,nan,6,3,0,50.0,50.0,1.00,0,0,0,-,0,-,11,1,0,3,15.9,1,0,0,0.0,4
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,4,,橘井友香,3,□,□,□,nan,nan,25,9,2,36.0,28.0,3.00,0,0,0,-,0,-,3,1,1,1,33.3,0,0,0,-,10
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,5,,柴田真果,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,0,2,6.2,0,0,0,-,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,6,,田中瑞稀,3,■,■,■,nan,nan,36,8,2,22.2,16.7,2.67,3,0,1,0.0,0,-,11,0,2,0,-4.5,27,18,4,74.1,8
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,8,,籾井あき,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-,1
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,9,,榊原菜那,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,10,,ドルーズアンドレア,3,■,■,■,nan,nan,42,22,2,52.4,47.6,7.33,20,8,2,40.0,0,-,6,1,0,1,20.8,0,0,0,-,23
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,11,,目黒優佳,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,1,0,10.7,4,4,0,100.0,1
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,12,,深萱知代,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,13,,西川有喜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,14,,ヒックマンジャスティス,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,15,L,小幡真子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,2,88.9,0
2020-10-17,JTマーヴェラス,岡山シーガルズ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,145,58,7,40.0,35.2,19.33,25,9,3,36.0,1,0.33,74,6,5,16,11.8,60,43,8,78.3,65
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,4,,吉岡美晴,3,■,■,■,nan,nan,36,10,0,27.8,27.8,3.33,0,0,0,-,1,0.33,7,0,1,1,0.0,26,14,5,63.5,11
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,5,,宇賀神みずき,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,6,,渡邊真恵,3,■,■,■,nan,nan,24,11,0,45.8,45.8,3.67,2,1,0,50.0,1,0.33,9,0,1,2,2.8,9,7,1,83.3,12
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,8,,及川真夢,3,□,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,1,0.33,8,0,1,2,3.1,0,0,0,-,6
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,10,,西村弥菜美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,12,,居村杏奈,1,nan,nan,■,nan,nan,5,2,1,40.0,20.0,2.00,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,2
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,14,,宮下遥,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,1,0,0,12.5,0,0,0,-,1
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,15,,古川あおいアン,2,□,nan,□,nan,nan,4,3,0,75.0,75.0,1.50,0,0,0,-,0,-,2,0,0,0,0.0,2,1,0,50.0,3
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,18,,金田修佳,3,■,■,■,nan,nan,32,12,0,37.5,37.5,4.00,0,0,0,-,0,-,14,0,0,0,0.0,24,13,2,58.3,12
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,20,,丸山亜季,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,21,,高野由里加,2,■,□,nan,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,22,L,船田芽依,3,〇,●,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,0,50.0,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,27,L,楢崎慈恵,2,●,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,1,25.0,0
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,28,,川島亜依美,2,■,■,nan,nan,nan,6,3,0,50.0,50.0,1.50,0,0,0,-,1,0.50,3,0,1,0,-8.3,1,1,0,100.0,4
2020-10-17,岡山シーガルズ,JTマーヴェラス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,121,46,2,38.0,36.4,15.33,2,1,0,50.0,4,1.33,64,1,4,8,3.1,68,38,9,62.5,51
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,1,,上坂瑠子,3,nan,nan,□,□,■,13,3,1,23.1,15.4,1.00,0,0,0,-,0,-,20,1,0,9,16.2,17,10,2,64.7,4
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,2,,小野寺友香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,3,,堀井有蘭,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,4,,窪田美侑,5,■,■,■,■,■,24,8,3,33.3,20.8,1.60,0,0,0,-,0,-,16,1,2,9,17.2,44,17,13,53.4,9
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,5,,タップハンナ,5,■,■,■,■,■,27,12,2,44.4,37.0,2.40,0,0,0,-,3,0.60,21,1,2,10,14.3,1,1,0,100.0,16
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,7,L,齋藤加奈子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,8,,佐藤美弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,10,L,小池杏菜,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,3,7,54.2,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,13,,長内美和子,4,■,■,■,■,nan,27,8,3,29.6,18.5,2.00,1,0,0,0.0,0,-,7,0,4,1,-10.7,15,8,5,70.0,8
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,14,,入澤まい,5,■,■,■,■,■,12,4,1,33.3,25.0,0.80,0,0,0,-,3,0.60,9,1,1,5,22.2,1,0,0,0.0,8
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,17,,オクム大庭冬美ハウィ,5,■,■,■,■,■,83,37,5,44.6,38.6,7.40,13,4,2,30.8,3,0.60,10,0,0,3,7.5,0,0,0,-,40
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,19,,野中瑠衣,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,0,4,16.7,0,0,0,-,0
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,21,,雑賀恵斗,5,■,■,■,■,■,5,1,0,20.0,20.0,0.20,0,0,0,-,0,-,13,0,2,3,1.9,1,0,0,0.0,1
2020-10-18,日立リヴァーレ,トヨタ車体クインシーズ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,191,73,15,38.2,30.4,14.60,14,4,2,28.6,9,1.80,102,4,11,44,12.0,91,39,27,57.7,86
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,2,,稲葉早生,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,6,,村永奈央,5,■,■,■,■,■,43,8,0,18.6,18.6,1.60,0,0,0,-,3,0.60,15,1,1,5,13.3,52,12,15,37.5,12
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,7,,渡邊彩,5,■,■,■,■,■,11,2,1,18.2,9.1,0.40,0,0,0,-,1,0.20,10,1,0,2,15.0,3,0,1,16.7,4
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,8,L,榊原美沙都,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,5,2,42.9,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,9,,辻彩乃,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,10,,熊井風音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,11,,荒木絵里香,5,■,■,■,■,■,20,11,0,55.0,55.0,2.20,0,0,0,-,7,1.40,21,4,0,8,28.6,0,0,0,-,22
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,13,,ソロカイテインドレ,5,■,■,■,■,■,53,10,2,18.9,15.1,2.00,18,3,1,16.7,1,0.20,13,0,2,0,-3.8,0,0,0,-,11
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,14,,松本亜弥華,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,16,,中屋夏澄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,17,,藪田美穂子,5,■,■,■,■,■,46,16,4,34.8,26.1,3.20,4,1,1,25.0,1,0.20,21,0,1,6,6.0,21,9,3,50.0,17
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,18,,山上有紀,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,2,0,-6.2,1,0,0,0.0,0
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,20,,山形理沙子,3,nan,nan,□,□,■,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,7,1,0,4,28.6,0,0,0,-,2
2020-10-18,トヨタ車体クインシーズ,日立リヴァーレ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,175,48,7,27.4,23.4,9.60,22,4,2,18.2,13,2.60,98,7,6,25,12.0,91,26,21,40.1,68
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,1,,長岡望悠,3,nan,■,■,■,nan,19,8,3,42.1,26.3,2.67,2,1,1,50.0,0,-,6,0,1,2,4.2,0,0,0,-,8
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,2,,井上美咲,4,■,■,■,□,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,12,0,1,1,0.0,0,0,0,-,1
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,4,,岩坂名奈,4,■,■,■,■,nan,10,6,0,60.0,60.0,1.50,0,0,0,-,3,0.75,15,0,0,3,5.0,0,0,0,-,9
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,5,,井上愛里沙,1,■,nan,nan,nan,nan,11,3,1,27.3,18.2,3.00,0,0,0,-,1,1.00,5,0,1,1,0.0,7,1,2,28.6,4
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,6,,石井優希,4,□,■,■,■,nan,29,14,0,48.3,48.3,3.50,3,1,0,33.3,0,-,10,0,0,2,5.0,23,16,2,73.9,14
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,7,,加藤光,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,8,,野本梨佳,4,■,■,■,■,nan,44,12,0,27.3,27.3,3.00,1,1,0,100.0,2,0.50,12,0,0,5,10.4,28,14,2,53.6,14
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,10,,座安琴希,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,0,2,20.0,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,14,,中川美柚,2,■,nan,nan,□,nan,15,5,1,33.3,26.7,2.50,1,0,0,0.0,1,0.50,7,0,0,2,7.1,10,4,2,50.0,6
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,15,L,池谷優佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,17,,濱松明日香,4,■,■,■,■,nan,18,6,1,33.3,27.8,1.50,0,0,0,-,1,0.25,11,1,2,4,13.6,2,1,0,50.0,8
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,12,1,83.3,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,20,,荒木彩花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,24,,小島絢野,2,nan,nan,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,久光スプリングス,JTマーヴェラス,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,148,55,6,37.2,33.1,13.75,7,3,1,42.9,8,2.00,82,1,5,20,5.8,90,48,11,59.4,64
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,1,,芥川愛加,4,■,■,■,■,nan,6,2,0,33.3,33.3,0.50,0,0,0,-,3,0.75,5,0,0,2,10.0,0,0,0,-,5
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,2,,林琴奈,4,■,■,■,■,nan,40,20,2,50.0,45.0,5.00,5,2,0,40.0,2,0.50,13,0,1,3,3.8,29,20,5,77.6,22
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,3,,小川杏奈,4,■,■,■,■,nan,9,3,1,33.3,22.2,0.75,0,0,0,-,1,0.25,22,2,0,7,17.0,1,0,0,0.0,6
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,4,,橘井友香,4,□,□,□,□,nan,11,5,0,45.5,45.5,1.25,0,0,0,-,1,0.25,10,2,0,2,25.0,1,1,0,100.0,8
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,5,,柴田真果,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,6,,田中瑞稀,2,■,■,nan,nan,nan,18,4,1,22.2,16.7,2.00,2,0,0,0.0,0,-,5,0,2,2,0.0,10,3,1,35.0,4
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,8,,籾井あき,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,11,0,2,4,4.5,0,0,0,-,1
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,9,,榊原菜那,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,10,,ドルーズアンドレア,4,■,■,■,■,nan,50,26,1,52.0,50.0,6.50,10,5,1,50.0,0,-,8,1,1,4,21.9,0,0,0,-,27
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,11,,目黒優佳,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,6,5,1,91.7,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,12,,深萱知代,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,13,,西川有喜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,14,,ヒックマンジャスティス,3,nan,□,■,■,nan,24,10,1,41.7,37.5,3.33,3,2,0,66.7,2,0.67,17,1,0,3,10.3,9,7,1,83.3,13
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,15,L,小幡真子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,12,2,65.0,0
2020-10-18,JTマーヴェラス,久光スプリングス,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,160,71,6,44.4,40.6,17.75,20,9,1,45.0,9,2.25,98,6,6,29,12.0,76,48,10,69.7,86
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,1,,有田妃奈乃,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,2,,瀬戸杏華,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0,0,-,1
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,3,L,森田茉莉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,0,50.0,0
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,6,,村上華澄,3,■,■,■,nan,nan,9,5,2,55.6,33.3,1.67,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,5
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,7,,合屋咲希,3,□,□,■,nan,nan,15,4,0,26.7,26.7,1.33,0,0,0,-,0,-,2,0,1,0,-12.5,12,1,4,25.0,4
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,8,,高相みな実,2,■,■,nan,nan,nan,16,4,0,25.0,25.0,2.00,1,0,0,0.0,1,0.50,3,0,1,0,-8.3,13,4,2,38.5,5
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,9,,山下遥香,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,2,1,12.5,0,0,0,-,1
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,10,,綿引菜都美,3,■,■,■,nan,nan,7,0,0,0.0,0.0,-,0,0,0,-,0,-,7,0,1,2,3.6,0,0,0,-,0
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,11,,堀口あやか,2,■,■,nan,nan,nan,15,5,0,33.3,33.3,2.50,3,0,0,0.0,0,-,5,1,2,1,15.0,10,3,2,40.0,6
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,13,,津賀菜緒,3,■,■,□,nan,nan,17,3,1,17.6,11.8,1.00,3,0,1,0.0,0,-,2,0,1,1,0.0,0,0,0,-,3
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,14,,島畑奈緒子,3,■,■,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,15,,石川真奈,3,□,□,■,nan,nan,13,3,0,23.1,23.1,1.00,2,0,0,0.0,1,0.33,3,0,1,0,-8.3,3,1,1,50.0,4
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,33,,和才奈々美,2,nan,□,■,nan,nan,12,1,0,8.3,8.3,0.50,1,0,0,0.0,0,-,6,0,2,1,-4.2,19,10,3,60.5,1
2020-10-18,PFUブルーキャッツ,東レアローズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,105,25,3,23.8,21.0,8.33,10,0,1,0.0,3,1.00,42,2,11,9,3.6,65,23,12,44.6,30
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,1,,井上奈々朱,3,■,■,■,nan,nan,4,2,1,50.0,25.0,0.67,0,0,0,-,1,0.33,10,0,1,4,7.5,2,1,0,50.0,3
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,2,,大野果歩,3,■,■,■,nan,nan,8,6,1,75.0,62.5,2.00,0,0,0,-,0,-,8,0,2,0,-6.2,0,0,0,-,6
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,4,,白井美沙紀,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,1,0,2,18.8,0,0,0,-,1
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,5,,中田紫乃,2,□,□,nan,nan,nan,3,1,0,33.3,33.3,0.50,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,2
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,6,L,中島未来,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,7,,クランヤナ,3,■,■,■,nan,nan,21,10,0,47.6,47.6,3.33,5,3,0,60.0,4,1.33,17,0,1,9,11.8,0,0,0,-,14
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,8,,小川愛里奈,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,9,,黒後愛,3,■,■,■,nan,nan,21,12,0,57.1,57.1,4.00,2,0,0,0.0,2,0.67,5,0,1,2,5.0,11,5,2,54.5,14
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,10,,関菜々巳,3,■,■,■,nan,nan,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,8,0,1,4,9.4,0,0,0,-,2
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,11,L,水杉玲奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,12,,石川真佑,3,■,■,■,nan,nan,28,12,0,42.9,42.9,4.00,2,0,0,0.0,3,1.00,16,2,2,7,20.3,14,4,6,50.0,17
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,13,,野呂加南子,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,14,,大崎琴未,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,15,,坂本侑,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,東レアローズ,PFUブルーキャッツ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,88,45,2,51.1,48.9,15.00,9,3,0,33.3,11,3.67,73,3,8,28,11.0,29,11,9,53.4,59
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,4,,吉岡美晴,4,■,■,■,■,nan,52,18,2,34.6,30.8,4.50,0,0,0,-,0,-,13,0,0,1,1.9,40,23,4,62.5,18
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,5,,宇賀神みずき,2,nan,□,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,6,,渡邊真恵,4,■,■,■,■,nan,23,4,2,17.4,8.7,1.00,1,0,0,0.0,0,-,14,0,1,2,1.8,1,0,0,0.0,4
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,8,,及川真夢,2,nan,nan,□,■,nan,8,5,0,62.5,62.5,2.50,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0,0,-,6
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,10,,西村弥菜美,2,nan,□,nan,□,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,1,8.3,7,2,3,50.0,0
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,12,,居村杏奈,3,■,■,nan,■,nan,8,2,0,25.0,25.0,0.67,0,0,0,-,0,-,3,0,0,0,0.0,1,0,0,0.0,2
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,14,,宮下遥,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,2,0.50,16,0,1,2,1.6,0,0,0,-,3
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,15,,古川あおいアン,1,nan,nan,□,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0,1
2020-10-18,岡山シーガルズ,NECレッドロケッツ,1,3,0,18,,金田修佳,4,□,■,■,■,nan,44,20,0,45.5,45.5,5.00,0,0,0,-,2,0.50,9,0,0,2,5.6,24,12,3,56.2,22
